#,Name,difficulty,link,number,class
342C,Cupboard and Balloons geometry,1900.0,https://codeforces.com/problemset/problem/342/C,342,C
342B,"Xenia and Spies brute force,  greedy,  implementation",1500.0,https://codeforces.com/problemset/problem/342/B,342,B
342A,"Xenia and Divisors greedy,  implementation",1200.0,https://codeforces.com/problemset/problem/342/A,342,A
341E,"Candies Game constructive algorithms,  greedy",3000.0,https://codeforces.com/problemset/problem/341/E,341,E
341D,Iahub and Xors data structures,2500.0,https://codeforces.com/problemset/problem/341/D,341,D
340E,"Iahub and Permutations combinatorics,  math",2000.0,https://codeforces.com/problemset/problem/340/E,340,E
340D,"Bubble Sort Graph binary search,  data structures,  dp",1500.0,https://codeforces.com/problemset/problem/340/D,340,D
340C,"Tourist Problem combinatorics,  implementation,  math",1600.0,https://codeforces.com/problemset/problem/340/C,340,C
340B,"Maximal Area Quadrilateral brute force,  geometry",2100.0,https://codeforces.com/problemset/problem/340/B,340,B
340A,The Wall math,1200.0,https://codeforces.com/problemset/problem/340/A,340,A
339E,"Three Swaps constructive algorithms,  dfs and similar,  greedy",2700.0,https://codeforces.com/problemset/problem/339/E,339,E
339D,"Xenia and Bit Operations data structures,  trees",1700.0,https://codeforces.com/problemset/problem/339/D,339,D
339C,"Xenia and Weights constructive algorithms,  dfs and similar,  dp,  graphs,  greedy,  shortest paths",1700.0,https://codeforces.com/problemset/problem/339/C,339,C
339B,Xenia and Ringroad implementation,1000.0,https://codeforces.com/problemset/problem/339/B,339,B
339A,"Helpful Maths greedy,  implementation,  sortings,  strings",800.0,https://codeforces.com/problemset/problem/339/A,339,A
338E,Optimize! data structures,2600.0,https://codeforces.com/problemset/problem/338/E,338,E
338D,"GCD Table chinese remainder theorem,  math,  number theory",2900.0,https://codeforces.com/problemset/problem/338/D,338,D
337E,"Divisor Tree brute force,  number theory,  trees",2200.0,https://codeforces.com/problemset/problem/337/E,337,E
337D,"Book of Evil dfs and similar,  divide and conquer,  dp,  trees",2000.0,https://codeforces.com/problemset/problem/337/D,337,D
337C,"Quiz binary search,  greedy,  math,  matrices,  number theory",1600.0,https://codeforces.com/problemset/problem/337/C,337,C
337B,"Routine Problem greedy,  math,  number theory",1400.0,https://codeforces.com/problemset/problem/337/B,337,B
337A,Puzzles greedy,900.0,https://codeforces.com/problemset/problem/337/A,337,A
336E,"Vasily the Bear and Painting Square bitmasks,  combinatorics,  dp,  implementation",2700.0,https://codeforces.com/problemset/problem/336/E,336,E
336D,"Vasily the Bear and Beautiful Strings combinatorics,  math,  number theory",2100.0,https://codeforces.com/problemset/problem/336/D,336,D
336C,"Vasily the Bear and Sequence brute force,  greedy,  implementation,  number theory",1800.0,https://codeforces.com/problemset/problem/336/C,336,C
336B,Vasily the Bear and Fly math,1900.0,https://codeforces.com/problemset/problem/336/B,336,B
336A,"Vasily the Bear and Triangle implementation,  math",1000.0,https://codeforces.com/problemset/problem/336/A,336,A
335F,"Buy One, Get One Free dp,  greedy",3000.0,https://codeforces.com/problemset/problem/335/F,335,F
335E,"Counting Skyscrapers dp,  math,  probabilities",2800.0,https://codeforces.com/problemset/problem/335/E,335,E
335D,"Rectangles and Square brute force,  dp",2400.0,https://codeforces.com/problemset/problem/335/D,335,D
335C,More Reclamation games,2100.0,https://codeforces.com/problemset/problem/335/C,335,C
335B,"Palindrome constructive algorithms,  dp",1900.0,https://codeforces.com/problemset/problem/335/B,335,B
335A,"Banana binary search,  constructive algorithms,  greedy",1400.0,https://codeforces.com/problemset/problem/335/A,335,A
334B,Eight Point Sets sortings,1400.0,https://codeforces.com/problemset/problem/334/B,334,B
334A,Candy Bags implementation,1000.0,https://codeforces.com/problemset/problem/334/A,334,A
333E,"Summer Earnings binary search,  bitmasks,  brute force,  geometry,  sortings",2500.0,https://codeforces.com/problemset/problem/333/E,333,E
333D,"Characteristics of Rectangles binary search,  bitmasks,  brute force,  implementation,  sortings",2100.0,https://codeforces.com/problemset/problem/333/D,333,D
333C,"Lucky Tickets brute force,  constructive algorithms",2700.0,https://codeforces.com/problemset/problem/333/C,333,C
333B,Chips greedy,1800.0,https://codeforces.com/problemset/problem/333/B,333,B
333A,Secrets greedy,1600.0,https://codeforces.com/problemset/problem/333/A,333,A
332E,"Binary Key dp,  greedy,  implementation",2400.0,https://codeforces.com/problemset/problem/332/E,332,E
332D,"Theft of Blueprints graphs,  math",2400.0,https://codeforces.com/problemset/problem/332/D,332,D
332C,"Students' Revenge data structures,  greedy,  sortings",2200.0,https://codeforces.com/problemset/problem/332/C,332,C
332B,"Maximum Absurdity data structures,  dp,  implementation",1500.0,https://codeforces.com/problemset/problem/332/B,332,B
332A,Down the Hatch! implementation,1300.0,https://codeforces.com/problemset/problem/332/A,332,A
331E2,"Deja Vu constructive algorithms,  dp",3100.0,https://codeforces.com/problemset/problem/331/E2,331,E2
331E1,"Deja Vu constructive algorithms,  graphs,  implementation",2900.0,https://codeforces.com/problemset/problem/331/E1,331,E1
331D3,"Escaping on Beaveractor data structures,  implementation,  trees",3000.0,https://codeforces.com/problemset/problem/331/D3,331,D3
331D2,Escaping on Beaveractor graphs,2600.0,https://codeforces.com/problemset/problem/331/D2,331,D2
331D1,"Escaping on Beaveractor dfs and similar,  implementation",2400.0,https://codeforces.com/problemset/problem/331/D1,331,D1
331C3,The Great Julya Calendar dp,2500.0,https://codeforces.com/problemset/problem/331/C3,331,C3
331C2,The Great Julya Calendar dp,2400.0,https://codeforces.com/problemset/problem/331/C2,331,C2
331C1,The Great Julya Calendar dp,1100.0,https://codeforces.com/problemset/problem/331/C1,331,C1
331B2,Shave Beaver! data structures,1900.0,https://codeforces.com/problemset/problem/331/B2,331,B2
331B1,Shave Beaver! implementation,1700.0,https://codeforces.com/problemset/problem/331/B1,331,B1
331A2,"Oh Sweet Beaverette data structures,  sortings",1500.0,https://codeforces.com/problemset/problem/331/A2,331,A2
331A1,"Oh Sweet Beaverette brute force,  implementation",1400.0,https://codeforces.com/problemset/problem/331/A1,331,A1
330B,"Road Construction constructive algorithms,  graphs",1300.0,https://codeforces.com/problemset/problem/330/B,330,B
330A,"Cakeminator brute force,  implementation",800.0,https://codeforces.com/problemset/problem/330/A,330,A
329E,Evil math,3100.0,https://codeforces.com/problemset/problem/329/E,329,E
329D,The Evil Temple and the Moving Rocks constructive algorithms,2500.0,https://codeforces.com/problemset/problem/329/D,329,D
329C,Graph Reconstruction constructive algorithms,2400.0,https://codeforces.com/problemset/problem/329/C,329,C
329B,"Biridian Forest dfs and similar,  shortest paths",1500.0,https://codeforces.com/problemset/problem/329/B,329,B
329A,"Purification constructive algorithms,  greedy",1500.0,https://codeforces.com/problemset/problem/329/A,329,A
328B,Sheldon and Ice Pieces greedy,1500.0,https://codeforces.com/problemset/problem/328/B,328,B
328A,IQ Test implementation,1800.0,https://codeforces.com/problemset/problem/328/A,328,A
327E,"Axis Walking bitmasks,  combinatorics,  constructive algorithms,  dp,  meet-in-the-middle",2300.0,https://codeforces.com/problemset/problem/327/E,327,E
327D,"Block Tower constructive algorithms,  dfs and similar,  graphs",1900.0,https://codeforces.com/problemset/problem/327/D,327,D
327C,"Magic Five combinatorics,  math",1700.0,https://codeforces.com/problemset/problem/327/C,327,C
327B,Hungry Sequence math,1200.0,https://codeforces.com/problemset/problem/327/B,327,B
327A,"Flipping Game brute force,  dp,  implementation",1200.0,https://codeforces.com/problemset/problem/327/A,327,A
325E,"The Red Button combinatorics,  dfs and similar,  dsu,  graphs,  greedy",2800.0,https://codeforces.com/problemset/problem/325/E,325,E
325D,Reclamation dsu,2900.0,https://codeforces.com/problemset/problem/325/D,325,D
325C,"Monsters and Diamonds dfs and similar,  graphs,  shortest paths",2600.0,https://codeforces.com/problemset/problem/325/C,325,C
325B,"Stadium and Games binary search,  math",1800.0,https://codeforces.com/problemset/problem/325/B,325,B
325A,Square and Rectangles implementation,1500.0,https://codeforces.com/problemset/problem/325/A,325,A
323C,Two permutations data structures,2400.0,https://codeforces.com/problemset/problem/323/C,323,C
323B,"Tournament-graph constructive algorithms,  graphs",2200.0,https://codeforces.com/problemset/problem/323/B,323,B
323A,"Black-and-White Cube combinatorics,  constructive algorithms",1600.0,https://codeforces.com/problemset/problem/323/A,323,A
322B,"Ciel and Flowers combinatorics,  math",1600.0,https://codeforces.com/problemset/problem/322/B,322,B
322A,Ciel and Dancing greedy,1000.0,https://codeforces.com/problemset/problem/322/A,322,A
321E,"Ciel and Gondolas data structures,  divide and conquer,  dp",2600.0,https://codeforces.com/problemset/problem/321/E,321,E
321D,"Ciel and Flipboard dp,  greedy,  math",2900.0,https://codeforces.com/problemset/problem/321/D,321,D
321C,"Ciel the Commander constructive algorithms,  dfs and similar,  divide and conquer,  greedy,  trees",2100.0,https://codeforces.com/problemset/problem/321/C,321,C
321B,"Ciel and Duel dp,  flows,  greedy",1900.0,https://codeforces.com/problemset/problem/321/B,321,B
321A,"Ciel and Robot binary search,  implementation,  math",1700.0,https://codeforces.com/problemset/problem/321/A,321,A
320B,"Ping-Pong (Easy Version) dfs and similar,  graphs",1500.0,https://codeforces.com/problemset/problem/320/B,320,B
320A,"Magic Numbers brute force,  greedy",900.0,https://codeforces.com/problemset/problem/320/A,320,A
319E,Ping-Pong data structures,3000.0,https://codeforces.com/problemset/problem/319/E,319,E
319D,"Have You Ever Heard About the Word? greedy,  hashing,  string suffix structures,  strings",2800.0,https://codeforces.com/problemset/problem/319/D,319,D
319C,"Kalila and Dimna in the Logging Industry dp,  geometry",2100.0,https://codeforces.com/problemset/problem/319/C,319,C
319B,"Psychos in a Line data structures,  implementation",1900.0,https://codeforces.com/problemset/problem/319/B,319,B
319A,"Malek Dance Club combinatorics,  math",1600.0,https://codeforces.com/problemset/problem/319/A,319,A
318B,"Strings of Power implementation,  strings,  two pointers",1300.0,https://codeforces.com/problemset/problem/318/B,318,B
318A,Even Odds math,900.0,https://codeforces.com/problemset/problem/318/A,318,A
317E,"Princess and Her Shadow constructive algorithms,  shortest paths",3100.0,https://codeforces.com/problemset/problem/317/E,317,E
317D,"Game with Powers dp,  games",2300.0,https://codeforces.com/problemset/problem/317/D,317,D
317C,"Balance constructive algorithms,  dfs and similar,  graphs,  trees",2500.0,https://codeforces.com/problemset/problem/317/C,317,C
317B,"Ants brute force,  implementation",2000.0,https://codeforces.com/problemset/problem/317/B,317,B
317A,Perfect Pair brute force,1600.0,https://codeforces.com/problemset/problem/317/A,317,A
316G3,Good Substrings string suffix structures,2400.0,https://codeforces.com/problemset/problem/316/G3,316,G3
316G2,Good Substrings string suffix structures,2200.0,https://codeforces.com/problemset/problem/316/G2,316,G2
316G1,"Good Substrings hashing,  strings",1700.0,https://codeforces.com/problemset/problem/316/G1,316,G1
316F3,"Suns and Rays constructive algorithms,  dfs and similar,  implementation",2200.0,https://codeforces.com/problemset/problem/316/F3,316,F3
316F2,Suns and Rays,2300.0,https://codeforces.com/problemset/problem/316/F2,316,F2
316F1,"Suns and Rays dfs and similar,  implementation",2200.0,https://codeforces.com/problemset/problem/316/F1,316,F1
316E3,"Summer Homework data structures,  math",2300.0,https://codeforces.com/problemset/problem/316/E3,316,E3
316E2,"Summer Homework data structures,  math",2300.0,https://codeforces.com/problemset/problem/316/E2,316,E2
316E1,"Summer Homework brute force,  data structures",1500.0,https://codeforces.com/problemset/problem/316/E1,316,E1
316D3,"PE Lesson dp,  math",2400.0,https://codeforces.com/problemset/problem/316/D3,316,D3
316D2,PE Lesson dp,2300.0,https://codeforces.com/problemset/problem/316/D2,316,D2
316D1,"PE Lesson brute force,  dp",2300.0,https://codeforces.com/problemset/problem/316/D1,316,D1
316C2,"Tidying Up flows,  graph matchings",2300.0,https://codeforces.com/problemset/problem/316/C2,316,C2
316C1,Tidying Up flows,2200.0,https://codeforces.com/problemset/problem/316/C1,316,C1
316B2,"EKG dfs and similar,  dp",1600.0,https://codeforces.com/problemset/problem/316/B2,316,B2
316B1,"EKG brute force,  dfs and similar",1500.0,https://codeforces.com/problemset/problem/316/B1,316,B1
316A2,Special Task math,1400.0,https://codeforces.com/problemset/problem/316/A2,316,A2
316A1,Special Task greedy,1100.0,https://codeforces.com/problemset/problem/316/A1,316,A1
315B,Sereja and Array implementation,1200.0,https://codeforces.com/problemset/problem/315/B,315,B
315A,Sereja and Bottles brute force,1400.0,https://codeforces.com/problemset/problem/315/A,315,A
314E,Sereja and Squares dp,2900.0,https://codeforces.com/problemset/problem/314/E,314,E
314D,"Sereja and Straight Lines binary search,  data structures,  geometry,  sortings,  two pointers",2500.0,https://codeforces.com/problemset/problem/314/D,314,D
314C,"Sereja and Subsequences data structures,  dp",2000.0,https://codeforces.com/problemset/problem/314/C,314,C
314B,"Sereja and Periods binary search,  dfs and similar,  strings",2000.0,https://codeforces.com/problemset/problem/314/B,314,B
314A,Sereja and Contest implementation,1600.0,https://codeforces.com/problemset/problem/314/A,314,A
313E,"Ilya and Two Numbers constructive algorithms,  data structures,  dsu,  greedy",2300.0,https://codeforces.com/problemset/problem/313/E,313,E
